filename,label,cell_X,cell_Y,nuclei_golgi_polarity,cell_shape_orientation,cell_major_axis_length,cell_minor_axis_length,cell_eccentricity,cell_major_to_minor_ratio,cell_area,cell_perimeter,nuc_X,nuc_Y,nuc_displacement_orientation_rad,nuc_displacement_orientation_deg,nuc_shape_orientation,nuc_major_axis_length,nuc_minor_axis_length,nuc_area,nuc_perimeter,nuc_eccentricity,nuc_major_to_minor_ratio,organelle_X,organelle_Y,organelle_distance,organelle_orientation_rad,organelle_orientation_deg,marker_mean_expr,marker_sum_expression,marker_centroid_X,marker_centroid_Y,marker_centroid_orientation_rad,marker_centroid_orientation_deg,marker_mean_expression_mem,marker_sum_expression_mem,marker_mean_expression_nuc,marker_sum_expression_nuc,marker_nucleus_orientation_rad,marker_nucleus_orientation_deg,marker_mean_expression_cyt,marker_sum_expression_cyt,morans_i,morans_p_norm,neighbors_cell,neighbors_mean_dif_1st,neighbors_median_dif_1st,neighbors_stddev_dif_1st,neighbors_range_dif_1st,neighbors_mean_dif_2nd,neighbors_median_dif_2nd,neighbors_stddev_dif_2nd,neighbors_range_dif_2nd,condition
image_#01.tif,16.0,74.89326961369972,106.34488251692552,1.415563559493342,1.690262947284788,144.38010152060446,49.041094160923,0.9405459158421722,2.944063626452479,5022.0,364.5990257669732,116.85271317829458,107.90077519379844,4.749452869219242,272.1236044025619,1.4782584475626075,33.70601171345753,24.41797207292956,645.0,95.01219330881976,0.6893382054637552,1.3803771915533043,94.52777777777776,111.39444444444445,22.59664721745591,1.415563559493342,81.10581759148451,204.68099975585935,1027907.9807739258,82.88003206512646,107.15541955116606,4.813527768080387,275.7948256800332,316.58624267578125,998513.009399414,223.99380493164065,144476.0041809082,1.5927326608918473,91.2568593617442,201.8350524902344,883432.0247497559,0.0519100646882144,0.1687913245274235,4,6576.25,2822.5,7875.623542774249,19416.0,2486.833333333333,188.0,4110.758260007784,9711.0,18 dyn/cm^2
image_#01.tif,17.0,74.76839565741858,222.50235771466168,2.574188580781726,2.660160981750324,202.5856248929524,74.80149318098177,0.9293364731716384,2.708309905028202,9119.0,510.6477990022522,107.15208034433286,278.1492109038737,5.756143625019111,329.8027359847294,2.439154622476752,37.54376381707257,23.710123097893504,697.0,99.74011537017762,0.7753490572883124,1.5834487093155625,93.09958506224066,256.0995850622407,26.14686641663269,2.574188580781726,147.4901413495641,221.1083526611328,2016287.06791687,79.9019142612138,233.9656219575884,5.862142870811402,335.8760454001975,373.6112365722656,1556838.0227966309,276.2869567871094,192572.00888061523,2.58894895433429,148.33584845816253,216.5417938232422,1823714.9875793457,0.0519100646882144,0.1687913245274235,4,3036.5,151.0,8099.85609440069,20038.0,-3362.909090909091,-4203.0,2712.5199439416097,10566.0,18 dyn/cm^2
image_#01.tif,19.0,49.527574563871696,366.47073719752393,2.9123364689220304,1.7338003450766657,81.88357125895769,56.60907888175786,0.7225332011313018,1.446474185350938,3554.0,246.82947314527271,56.50627615062761,372.584379358438,5.431809358810887,311.21975137952563,1.02228670617878,43.53858370361341,21.152522382436967,717.0,107.63961030678928,0.8740511236091705,2.0583163991715567,52.80769230769231,356.7350427350427,16.275164940636376,2.9123364689220304,166.86458819126537,414.8576354980469,1474404.0365600586,50.84678215740055,368.3708345880776,5.6763057610772325,325.22836333552004,449.0250244140625,950585.9766845704,511.8772583007813,367015.99420166016,2.21077398659615,126.66801888927102,390.3376770019531,1107387.989654541,0.0519100646882144,0.1687913245274235,2,1507.5,1507.5,442.5,885.0,3689.0,3581.5,4259.242596988343,11371.0,18 dyn/cm^2
image_#01.tif,20.0,89.68368459302326,332.49618459302326,2.868467568972659,1.926753400707365,147.10641711452936,49.5963273969315,0.9414524060894842,2.966074805039512,5504.0,358.69343417595167,110.83741007194244,345.021582733813,5.246989112326274,300.6303312873897,1.7077795824220436,38.1529676421068,23.252410544913616,695.0,100.66904755831212,0.7928228053072488,1.640817736656238,106.5925925925926,329.86831275720164,15.736583695868196,2.868467568972659,164.35108537228473,341.53924560546875,1879832.0078125,97.45733022950986,336.8836422616489,5.226221770003402,299.4404502205858,496.9830932617188,1587363.9998779297,299.987060546875,208491.00708007807,2.1172330300630646,121.30851686830854,347.5444030761719,1671341.0343933103,0.0519100646882144,0.1687913245274235,4,2078.0,1365.0,3778.645193716922,9482.0,1918.857142857143,-482.0,7384.038914704985,23395.0,18 dyn/cm^2
image_#01.tif,21.0,93.70553359683794,715.7282608695652,3.323396432170376,1.7286252298074296,130.5199846938683,70.55163611808378,0.8413165259341862,1.8499923159175815,7084.0,357.9482681718907,88.14069591527988,725.1860816944024,0.5318351063487712,30.471906990675883,1.9109385761908724,35.036776005062826,24.0532979789983,661.0,96.08326112068522,0.7271149480247204,1.4566308551806304,90.86802030456852,710.3502538071066,15.084431955691084,3.323396432170376,190.41658921219832,245.3335723876953,1737943.0267944336,93.20548027179257,716.4722220464078,0.5917889897321498,33.907011473963,372.8399353027344,1148347.000732422,267.67926025390625,176935.99102783203,3.6680987162027874,210.16657527577524,243.033935546875,1561006.968017578,0.0519100646882144,0.1687913245274235,3,-1658.6666666666667,-3491.0,3435.9462872531767,7795.0,2543.6666666666665,1988.0,2400.621354751492,5801.0,18 dyn/cm^2
image_#01.tif,22.0,102.7361264241088,497.773980154355,3.8986865464203047,1.6799715789437484,131.4628306493493,54.78781970986373,0.9090187534953226,2.399490093702002,5442.0,333.13098833543773,86.91737891737891,504.2022792022792,1.184808782317109,67.88454275680462,1.828365467498234,39.03264397906035,23.03810628428385,702.0,102.66904755831214,0.8072375821859357,1.6942644285692727,97.14592274678112,493.3776824034335,14.89278364603418,3.8986865464203047,223.37828475431817,367.39654541015625,1999372.0001220703,100.99126075587736,498.07379567184097,1.400630754997136,80.25023091755793,470.7391052246094,1436225.0100402832,292.0313415527344,205006.00177001956,4.301699791230615,246.46924276982156,378.5582275390625,1794365.9985351562,0.0519100646882144,0.1687913245274235,3,2290.333333333333,1598.0,3971.1120468816903,9653.0,1047.0,849.0,3218.5977795721333,10811.0,18 dyn/cm^2
image_#01.tif,23.0,115.79348733648762,775.5288060116894,1.3581512931493471,0.8896418075551041,109.24154712866228,43.19069605697178,0.9185224745063574,2.5292842464165077,3593.0,286.492424049175,123.81123919308358,773.6887608069164,4.486798940926762,257.074642838871,0.316023318280858,37.21290769285036,24.21580355507037,694.0,100.91168824543142,0.7593034894197421,1.5367199196269752,104.7201646090535,777.8106995884774,19.5309884054017,1.3581512931493471,77.81633703769263,252.58029174804688,907520.9882507324,117.29161639234796,776.101330988484,5.077422073755623,290.9148556327594,354.0662841796875,854716.0100097656,218.76657104492188,151824.00030517578,1.2163746195096947,69.69313200473687,260.675048828125,755696.9665527344,0.0519100646882144,0.1687913245274235,2,5068.5,5068.5,1577.5,3155.0,4238.75,4445.5,3741.415131671437,10362.0,18 dyn/cm^2
image_#01.tif,24.0,130.75905631659057,51.519634703196346,3.695423253688324,1.1947897686076934,134.77808976148663,64.8400653738209,0.8766725374900808,2.0786235946008644,6570.0,352.8061325481598,113.6728045325779,68.57223796033995,0.7863838003185522,45.05647283571152,2.9091861903800984,30.54275557743104,29.47771610177633,706.0,96.32590180780451,0.2617726912513455,1.0361303254287917,126.33986928104576,48.088235294117645,24.084204254483463,3.695423253688324,211.7321559508435,319.1678771972656,2096932.9531860352,127.21228813700772,53.20931903880573,1.126205422564852,64.52681757771347,361.1414489746094,1102925.985168457,327.2960205078125,231070.9904785156,3.863984919119894,221.39002796776865,318.1893005371094,1865862.0583496091,0.0519100646882144,0.1687913245274235,2,-1237.0,-1237.0,311.0,622.0,6300.5,4743.0,7832.773215790177,21264.0,18 dyn/cm^2
image_#01.tif,25.0,143.78761636717906,391.9673089413293,5.693455952122482,1.855555110406996,127.88062325702704,47.15320830389916,0.9295372077911382,2.712023801919167,4619.0,314.6639969244288,156.63343108504398,386.300586510264,4.296932644494523,246.19610538152392,1.666332660133299,34.26631305820932,25.50708305271209,682.0,96.66904755831214,0.6677586965184913,1.3434038297282245,165.55665024630542,399.6354679802956,16.045027392301215,5.693455952122482,326.2109969002559,330.3067626953125,1525686.9368896484,146.20487360775834,391.9151392126957,4.690810130624046,268.76362298196824,486.0334777832031,1321038.992614746,258.9398803710937,176596.99841308594,1.0769162435069304,61.70275564202995,342.6695556640625,1349090.040649414,0.0519100646882144,0.1687913245274235,5,1163.2,533.0,3873.199524940588,11371.0,3527.375,1720.5,6680.27169989178,22119.0,18 dyn/cm^2
image_#01.tif,26.0,135.84225092250924,453.63837638376384,2.3739088936979447,2.2278542433461577,105.77347497903764,41.31099538194547,0.920577045262708,2.5604194234754463,3252.0,282.9482681718907,146.1139646869984,461.2327447833066,5.34903771533456,306.4772855449705,1.0028220155104577,30.86444491390897,25.84445605706357,623.0,91.49747468305831,0.5466615408479036,1.1942385185341666,133.97340425531914,448.65425531914894,17.481750621581963,2.3739088936979447,136.01496055746262,312.2767639160156,1015524.0362548828,133.19086501156053,452.0163718435015,2.119816037536709,121.45651229499909,361.7070617675781,829755.9996948242,282.33868408203125,175897.00018310547,2.190306943962513,125.49534372724932,319.3712463378906,839627.0066223145,0.0519100646882144,0.1687913245274235,3,1463.6666666666667,2190.0,2253.637997155316,5375.0,3799.6,2387.0,3026.4020618549675,8286.0,18 dyn/cm^2
